Fecha;Hora;Div.;Evento;Numero de evento;Actual;Previsión;Anterior;Actual/Prev;Último;Apertura;Máximo;Mínimo;% var.;Var Max-min;Label
14/1/2022;14:30;  USD;Ventasminoristas;2;-0.019;-0.001;0.002;0.982;44.56;44.665;44.665;44.505;0.0013;0.16;0
14/1/2022;14:30;  USD;Ventasminoristassubyacentes;1;-0.023;0.002;0.001;0.975;44.56;44.665;44.665;44.505;0.0013;0.16;0
13/1/2022;14:30;  USD;IPP;3;0.002;0.004;0.01;0.998;44.5;44.645;44.665;44.53;-0.0029;0.135;0
13/1/2022;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;230;200;207;1.15;44.5;44.645;44.665;44.53;-0.0029;0.135;0
12/1/2022;14:30;  USD;IPCsubyacente;5;0.006;0.005;0.005;1.001;44.63;44.685;44.685;44.645;-0.0009;0.04;0
12/1/2022;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-4.553;-1.904;-2.144;2.391281513;44.63;44.685;44.685;44.645;-0.0009;0.04;0
7/1/2022;14:30;  USD;Nóminasnoagrícolas;7;199;400;249;0.4975;44.73;44.745;44.745;44.715;0;0.03;0
7/1/2022;14:30;  USD;Tasadedesempleo;8;0.039;0.041;0.042;0.998;44.73;44.745;44.745;44.715;0;0.03;0
6/1/2022;16:00;  USD;PMInomanufacturerodelISM;9;62;66.9;69.1;0.926756353;44.73;44.745;44.745;44.715;0;0.03;0
6/1/2022;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;207;197;200;1.050761421;44.73;44.745;44.745;44.715;0;0.03;0
5/1/2022;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-2.144;-3.283;-3.576;0.653061224;44.73;44.63;44.745;44.615;0.0027;0.13;1
5/1/2022;14:15;  USD;CambiodelempleonoagrícolaADP;10;807;400;505;2.0175;44.73;44.63;44.745;44.615;0.0027;0.13;1
4/1/2022;16:00;  USD;EncuestajOLTsdeofertasdeempleo;11;10.562;11.075;11.091;0.953679458;44.61;44.705;44.705;44.63;-0.0018;0.075;0
4/1/2022;16:00;  USD;PMImanufacturerodelISM;12;58.7;60;61.1;0.978333333;44.61;44.705;44.705;44.63;-0.0018;0.075;0
30/12/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;198;208;206;0.951923077;44.6;44.465;44.825;44.465;0.0034;0.36;1
29/12/2021;16:00;  USD;Ventadeviviendaspendientes;13;-0.022;0.005;0.075;0.973;44.45;44.485;44.715;44.465;-0.0004;0.25;0
29/12/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-3.576;-3.233;-4.715;1.106093412;44.45;44.485;44.715;44.465;-0.0004;0.25;0
23/12/2021;16:00;  USD;Ventasdeviviendasnuevas;14;744;770;662;0.966233766;44.31;44.345;44.415;44.315;-0.0005;0.1;0
23/12/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;205;205;205;1;44.31;44.345;44.415;44.315;-0.0005;0.1;0
23/12/2021;14:30;  USD;Pedidosdebienesduraderos;15;0.008;0.006;0.003;1.002;44.31;44.345;44.415;44.315;-0.0005;0.1;0
22/12/2021;16:00;  USD;Ventasdeviviendasdesegundamano;16;6.46;6.52;6.34;0.990797546;44.33;44.355;44.355;44.345;-0.0002;0.01;0
22/12/2021;14:30;  USD;PIB;17;0.023;0.021;0.067;1.002;44.33;44.355;44.355;44.345;-0.0002;0.01;0
22/12/2021;16:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;115.8;110.8;111.9;1.045126354;44.33;44.355;44.355;44.345;-0.0002;0.01;0
22/12/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-4.715;-2.75;-4.584;1.714545455;44.33;44.355;44.355;44.345;-0.0002;0.01;0
16/12/2021;14:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;15.4;30;39;0.513333333;44.36;44.29;44.525;44.29;0.002;0.235;1
16/12/2021;14:30;  USD;Permisosdeconstrucción;20;1.712;1.663;1.653;1.029464823;44.36;44.29;44.525;44.29;0.002;0.235;1
16/12/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;206;200;188;1.03;44.36;44.29;44.525;44.29;0.002;0.235;1
15/12/2021;14:30;  USD;Ventasminoristas;2;0.003;0.008;0.018;0.995;44.27;44.235;44.29;44.205;0.0029;0.085;1
15/12/2021;20:00;  USD;Decisióndetiposdeinterés;21;0.0025;0.0025;0.0025;1;44.27;44.235;44.29;44.205;0.0029;0.085;1
15/12/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-4.584;-2.082;-0.24;2.201729107;44.27;44.235;44.29;44.205;0.0029;0.085;1
15/12/2021;14:30;  USD;Ventasminoristassubyacentes;1;0.003;0.009;0.018;0.994;44.27;44.235;44.29;44.205;0.0029;0.085;1
14/12/2021;14:30;  USD;IPP;3;0.008;0.005;0.006;1.003;44.14;44.275;44.275;44.195;-0.0027;0.08;0
10/12/2021;14:30;  USD;IPCsubyacente;5;0.005;0.005;0.006;1;44.2;44.195;44.215;44.195;0.0005;0.02;1
9/12/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;184;215;227;0.855813953;44.18;44.205;44.205;44.165;0.0023;0.04;0
8/12/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-0.24;-1.705;-0.91;0.140762463;44.08;44.165;44.205;44.13;-0.0016;0.075;0
8/12/2021;16:00;  USD;EncuestajOLTsdeofertasdeempleo;11;11.033;10.369;10.602;1.064037033;44.08;44.165;44.205;44.13;-0.0016;0.075;0
3/12/2021;14:30;  USD;Nóminasnoagrícolas;7;210;550;546;0.381818182;44.17;44.155;44.17;44.13;0.0005;0.04;1
3/12/2021;14:30;  USD;Tasadedesempleo;8;0.042;0.045;0.046;0.997;44.17;44.155;44.17;44.13;0.0005;0.04;1
3/12/2021;16:00;  USD;PMInomanufacturerodelISM;9;69.1;65;66.7;1.063076923;44.17;44.155;44.17;44.13;0.0005;0.04;1
2/12/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;222;240;194;0.925;44.15;44.115;44.16;44.065;0.0016;0.095;1
1/12/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-0.91;-1.237;1.017;0.735650768;44.08;44.015;44.125;44.015;0.0018;0.11;1
1/12/2021;16:00;  USD;PMImanufacturerodelISM;12;61.1;61;60.8;1.001639344;44.08;44.015;44.125;44.015;0.0018;0.11;1
1/12/2021;14:15;  USD;CambiodelempleonoagrícolaADP;10;534;525;570;1.017142857;44.08;44.015;44.125;44.015;0.0018;0.11;1
30/11/2021;16:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;109.5;111;111.6;0.986486486;44;44.185;44.185;44.015;-0.0038;0.17;0
29/11/2021;16:00;  USD;Ventadeviviendaspendientes;13;0.075;0.009;-0.024;1.066;44.17;44.065;44.185;44.055;-0.0002;0.13;1
24/11/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;1.017;-0.481;-2.101;-2.114345114;44.02;44.035;44.175;44.035;-0.0018;0.14;0
24/11/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;199;260;270;0.765384615;44.02;44.035;44.175;44.035;-0.0018;0.14;0
24/11/2021;16:00;  USD;Ventasdeviviendasnuevas;14;745;800;742;0.93125;44.02;44.035;44.175;44.035;-0.0018;0.14;0
24/11/2021;14:30;  USD;PIB;17;0.021;0.022;0.067;0.999;44.02;44.035;44.175;44.035;-0.0018;0.14;0
24/11/2021;14:30;  USD;Pedidosdebienesduraderos;15;0.005;0.005;0.007;1;44.02;44.035;44.175;44.035;-0.0018;0.14;0
22/11/2021;16:00;  USD;Ventasdeviviendasdesegundamano;16;6.34;6.2;6.29;1.022580645;44.12;44.205;44.205;43.965;-0.0016;0.24;0
18/11/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;268;260;269;1.030769231;44.11;44.055;44.125;44.035;0.0016;0.09;1
18/11/2021;14:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;39;24;23.8;1.625;44.11;44.055;44.125;44.035;0.0016;0.09;1
17/11/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;-2.101;1.398;1.001;-1.50286123;44.04;44.135;44.135;44.025;-0.0018;0.11;0
17/11/2021;14:30;  USD;Permisosdeconstrucción;20;1.65;1.638;1.586;1.007326007;44.04;44.135;44.135;44.025;-0.0018;0.11;0
16/11/2021;14:30;  USD;Ventasminoristas;2;0.017;0.012;0.008;1.005;44.12;44.115;44.135;44.035;0.0005;0.1;1
16/11/2021;14:30;  USD;Ventasminoristassubyacentes;1;0.017;0.01;0.007;1.007;44.12;44.115;44.135;44.035;0.0005;0.1;1
12/11/2021;16:00;  USD;EncuestajOLTsdeofertasdeempleo;11;10.438;10.3;10.629;1.013398058;43.83;43.685;44.1;43.665;0.0002;0.435;1
10/11/2021;16:30;  USD;InventariosdepetróleocrudodelaAIE;6;1.001;2.125;3.291;0.471058824;43.51;43.545;43.545;43.505;0.0016;0.04;0
10/11/2021;14:30;  USD;IPCsubyacente;5;0.006;0.004;0.002;1.002;43.51;43.545;43.545;43.505;0.0016;0.04;0
10/11/2021;14:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;267;265;271;1.00754717;43.51;43.545;43.545;43.505;0.0016;0.04;0
9/11/2021;14:30;  USD;IPP;3;0.006;0.006;0.005;1;43.44;43.625;43.625;43.485;-0.0039;0.14;0
5/11/2021;13:30;  USD;Tasadedesempleo;8;0.046;0.047;0.048;0.999;43.97;44.165;44.165;43.99;-0.0041;0.175;0
5/11/2021;13:30;  USD;Nóminasnoagrícolas;7;531;450;312;1.18;43.97;44.165;44.165;43.99;-0.0041;0.175;0
4/11/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;269;275;283;0.978181818;44.15;44.195;44.195;44.165;-0.0007;0.03;0
3/11/2021;19:00;  USD;Decisióndetiposdeinterés;21;0.0025;0.0025;0.0025;1;44.18;44.195;44.195;44.195;0;0;0
3/11/2021;15:00;  USD;PMInomanufacturerodelISM;9;66.7;62;61.9;1.075806452;44.18;44.195;44.195;44.195;0;0;0
3/11/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;3.291;2.225;4.267;1.479101124;44.18;44.195;44.195;44.195;0;0;0
3/11/2021;13:15;  USD;CambiodelempleonoagrícolaADP;10;571;400;523;1.4275;44.18;44.195;44.195;44.195;0;0;0
1/11/2021;15:00;  USD;PMImanufacturerodelISM;12;60.8;60.5;61.1;1.004958678;44.18;43.97;44.195;43.965;0.0052;0.23;1
28/10/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;281;290;291;0.968965517;43.68;43.555;43.99;43.535;0.0032;0.455;1
28/10/2021;15:00;  USD;Ventadeviviendaspendientes;13;-0.023;0.005;0.081;0.972;43.68;43.555;43.99;43.535;0.0032;0.455;1
28/10/2021;13:30;  USD;PIB;17;0.02;0.027;0.067;0.993;43.68;43.555;43.99;43.535;0.0032;0.455;1
27/10/2021;13:30;  USD;Pedidosdebienesduraderos;15;0.004;0.004;0.003;1;43.54;43.685;43.685;43.555;-0.003;0.13;0
27/10/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;4.267;1.914;-0.431;2.229362591;43.54;43.685;43.685;43.555;-0.003;0.13;0
26/10/2021;15:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;113.8;108.3;109.8;1.050784857;43.67;43.895;43.895;43.5;0.0023;0.395;0
26/10/2021;15:00;  USD;Ventasdeviviendasnuevas;14;800;760;702;1.052631579;43.67;43.895;43.895;43.5;0.0023;0.395;0
21/10/2021;13:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;23.8;25;30.7;0.952;43.89;43.825;43.9;43.805;0.003;0.095;1
21/10/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;290;300;296;0.966666667;43.89;43.825;43.9;43.805;0.003;0.095;1
21/10/2021;15:00;  USD;Ventasdeviviendasdesegundamano;16;6.29;6.09;5.88;1.032840722;43.89;43.825;43.9;43.805;0.003;0.095;1
20/10/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-0.431;1.857;6.088;-0.232094777;43.76;43.78;43.825;43.765;0;0.06;0
19/10/2021;13:30;  USD;Permisosdeconstrucción;20;1.589;1.68;1.721;0.945833333;43.76;43.905;43.905;43.78;0.0005;0.125;0
15/10/2021;13:30;  USD;Ventasminoristas;2;0.007;-0.002;0.009;1.009;43.9;43.79;43.925;43.785;0;0.14;1
15/10/2021;13:30;  USD;Ventasminoristassubyacentes;1;0.008;0.005;0.02;1.003;43.9;43.79;43.925;43.785;0;0.14;1
14/10/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;293;319;329;0.918495298;43.9;43.64;43.925;43.64;0.0064;0.285;1
14/10/2021;13:30;  USD;IPP;3;0.005;0.006;0.007;0.999;43.9;43.64;43.925;43.64;0.0064;0.285;1
14/10/2021;16:00;  USD;InventariosdepetróleocrudodelaAIE;6;6.088;0.702;2.346;8.672364672;43.9;43.64;43.925;43.64;0.0064;0.285;1
13/10/2021;13:30;  USD;IPCsubyacente;5;0.002;0.002;0.001;1;43.62;43.435;43.785;43.435;0.0046;0.35;1
12/10/2021;15:00;  USD;EncuestajOLTsdeofertasdeempleo;11;10.439;10.925;11.098;0.955514874;43.42;43.435;43.63;43.425;0;0.205;0
8/10/2021;13:30;  USD;Nóminasnoagrícolas;7;194;500;366;0.388;43.3;43.315;43.315;43.305;0;0.01;0
8/10/2021;13:30;  USD;Tasadedesempleo;8;0.048;0.051;0.052;0.997;43.3;43.315;43.315;43.305;0;0.01;0
7/10/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;326;348;364;0.936781609;43.3;43.05;43.315;43.045;0.0063;0.27;1
6/10/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;2.346;-0.418;4.578;-5.612440191;43.03;43.055;43.29;43.005;0.0009;0.285;0
6/10/2021;13:15;  USD;CambiodelempleonoagrícolaADP;10;568;428;340;1.327102804;43.03;43.055;43.29;43.005;0.0009;0.285;0
5/10/2021;15:00;  USD;PMInomanufacturerodelISM;9;61.9;60;61.7;1.031666667;42.99;42.955;43.01;42.955;0.0012;0.055;1
1/10/2021;15:00;  USD;PMImanufacturerodelISM;12;61.1;59.6;59.9;1.025167785;42.94;42.9;42.955;42.9;0.0002;0.055;1
30/9/2021;13:30;  USD;PIB;17;0.067;0.066;0.066;1.001;42.93;42.835;42.935;42.825;0.0016;0.11;1
30/9/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;362;335;351;1.080597015;42.93;42.835;42.935;42.825;0.0016;0.11;1
29/9/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;4.578;-1.652;-3.481;-2.771186441;42.86;42.705;42.87;42.705;0.004;0.165;1
29/9/2021;15:00;  USD;Ventadeviviendaspendientes;13;0.081;0.014;-0.02;1.067;42.86;42.705;42.87;42.705;0.004;0.165;1
28/9/2021;15:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;109.3;114.5;115.2;0.954585153;42.69;42.705;42.825;42.705;0;0.12;0
27/9/2021;13:30;  USD;Pedidosdebienesduraderos;15;0.002;0.005;0.008;0.997;42.69;42.615;42.71;42.615;0.0021;0.095;1
24/9/2021;15:00;  USD;Ventasdeviviendasnuevas;14;740;714;729;1.036414566;42.6;42.645;42.645;42.615;-0.0007;0.03;0
23/9/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;351;320;335;1.096875;42.63;42.755;42.755;42.56;-0.0026;0.195;0
22/9/2021;15:00;  USD;Ventasdeviviendasdesegundamano;16;5.88;5.89;6;0.998302207;42.74;42.855;42.855;42.605;-0.0023;0.25;0
22/9/2021;19:00;  USD;Decisióndetiposdeinterés;21;0.0025;0.0025;0.0025;1;42.74;42.855;42.855;42.605;-0.0023;0.25;0
22/9/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-3.481;-2.44;-6.422;1.426639344;42.74;42.855;42.855;42.605;-0.0023;0.25;0
21/9/2021;13:30;  USD;Permisosdeconstrucción;20;1.728;1.6;1.63;1.08;42.84;42.715;42.86;42.715;0.0026;0.145;1
16/9/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;332;330;312;1.006060606;42.62;42.685;42.685;42.63;-0.0002;0.055;0
16/9/2021;13:30;  USD;Ventasminoristas;2;0.007;-0.008;-0.018;1.015;42.62;42.685;42.685;42.63;-0.0002;0.055;0
16/9/2021;13:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;30.7;18.8;19.4;1.632978723;42.62;42.685;42.685;42.63;-0.0002;0.055;0
16/9/2021;13:30;  USD;Ventasminoristassubyacentes;1;0.018;-0.001;-0.01;1.019;42.62;42.685;42.685;42.63;-0.0002;0.055;0
15/9/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-6.422;-3.544;-1.529;1.812076749;42.63;42.755;42.755;42.635;-0.0026;0.12;0
14/9/2021;13:30;  USD;IPCsubyacente;5;0.001;0.003;0.003;0.998;42.74;42.76;42.765;42.73;0.0005;0.035;0
10/9/2021;13:30;  USD;IPP;3;0.007;0.006;0.01;1.001;42.68;42.715;42.75;42.65;-0.0005;0.1;0
9/9/2021;16:00;  USD;InventariosdepetróleocrudodelaAIE;6;-1.529;-4.612;-7.169;0.331526453;42.7;42.605;42.73;42.575;-0.0005;0.155;1
9/9/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;310;335;345;0.925373134;42.7;42.605;42.73;42.575;-0.0005;0.155;1
8/9/2021;15:00;  USD;EncuestajOLTsdeofertasdeempleo;11;10.934;10;10.185;1.0934;42.72;42.585;42.735;42.565;0.0033;0.17;1
3/9/2021;13:30;  USD;Nóminasnoagrícolas;7;235;750;1053;0.313333333;42.58;42.555;42.665;42.535;0.0009;0.13;1
3/9/2021;13:30;  USD;Tasadedesempleo;8;0.052;0.052;0.054;1;42.58;42.555;42.665;42.535;0.0009;0.13;1
3/9/2021;15:00;  USD;PMInomanufacturerodelISM;9;61.7;61.5;64.1;1.003252033;42.58;42.555;42.665;42.535;0.0009;0.13;1
2/9/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;340;345;354;0.985507246;42.54;42.48;42.57;42.48;0.0019;0.09;1
1/9/2021;15:00;  USD;PMImanufacturerodelISM;12;59.9;58.6;59.5;1.0221843;42.46;42.45;42.545;42.435;0.0007;0.11;1
1/9/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-7.169;-3.088;-2.979;2.321567358;42.46;42.45;42.545;42.435;0.0007;0.11;1
1/9/2021;13:15;  USD;CambiodelempleonoagrícolaADP;10;374;613;326;0.610114192;42.46;42.45;42.545;42.435;0.0007;0.11;1
31/8/2021;15:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;113.8;124;125.1;0.917741935;42.43;42.545;42.545;42.45;-0.0024;0.095;0
30/8/2021;15:00;  USD;Ventadeviviendaspendientes;13;-0.018;0.004;-0.02;0.978;42.53;42.615;42.615;42.54;-0.0016;0.075;0
26/8/2021;13:30;  USD;PIB;17;0.066;0.067;0.065;0.999;42.52;42.825;42.855;42.54;-0.0068;0.315;0
26/8/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;353;350;349;1.008571429;42.52;42.825;42.855;42.54;-0.0068;0.315;0
25/8/2021;13:30;  USD;Pedidosdebienesduraderos;15;0.007;0.005;0.006;1.002;42.81;42.985;42.985;42.825;-0.0037;0.16;0
25/8/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-2.979;-2.683;-3.234;1.110324264;42.81;42.985;42.985;42.825;-0.0037;0.16;0
24/8/2021;15:00;  USD;Ventasdeviviendasnuevas;14;708;700;701;1.011428571;42.97;43.245;43.245;42.85;0.0007;0.395;0
23/8/2021;15:00;  USD;Ventasdeviviendasdesegundamano;16;5.99;5.83;5.87;1.027444254;42.94;43.225;43.245;42.925;-0.0062;0.32;0
19/8/2021;13:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;19.4;23;21.9;0.843478261;43.15;43.22;43.22;43.145;-0.0012;0.075;0
19/8/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;348;363;377;0.958677686;43.15;43.22;43.22;43.145;-0.0012;0.075;0
18/8/2021;13:30;  USD;Permisosdeconstrucción;20;1.635;1.61;1.594;1.01552795;43.2;43.285;43.285;43.125;-0.0016;0.16;0
18/8/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-3.234;-1.055;-0.447;3.065402844;43.2;43.285;43.285;43.125;-0.0016;0.16;0
17/8/2021;13:30;  USD;Ventasminoristas;2;-0.011;-0.003;0.007;0.992;43.27;43.345;43.345;43.19;0.0009;0.155;0
17/8/2021;13:30;  USD;Ventasminoristassubyacentes;1;-0.004;0.001;0.016;0.995;43.27;43.345;43.345;43.19;0.0009;0.155;0
12/8/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;375;375;387;1;43.63;43.665;43.665;43.35;0.0023;0.315;0
12/8/2021;13:30;  USD;IPP;3;0.01;0.006;0.01;1.004;43.63;43.665;43.665;43.35;0.0023;0.315;0
11/8/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-0.447;-1.271;3.626;0.351691581;43.53;43.665;43.665;43.545;-0.0027;0.12;0
11/8/2021;13:30;  USD;IPCsubyacente;5;0.003;0.004;0.009;0.999;43.53;43.665;43.665;43.545;-0.0027;0.12;0
9/8/2021;15:00;  USD;EncuestajOLTsdeofertasdeempleo;11;10.073;9.281;9.483;1.085335632;43.7;43.685;43.72;43.63;0.0007;0.09;1
6/8/2021;13:30;  USD;Tasadedesempleo;8;0.054;0.057;0.059;0.997;43.67;43.715;43.715;43.575;-0.0007;0.14;0
6/8/2021;13:30;  USD;Nóminasnoagrícolas;7;943;870;938;1.083908046;43.67;43.715;43.715;43.575;-0.0007;0.14;0
5/8/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;385;384;399;1.002604167;43.7;43.655;43.72;43.635;-0.0002;0.085;1
4/8/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;3.626;-3.102;-4.089;-1.168923275;43.71;43.585;43.72;43.565;0.0032;0.155;1
4/8/2021;15:00;  USD;PMInomanufacturerodelISM;9;64.1;60.5;60.1;1.059504132;43.71;43.585;43.72;43.565;0.0032;0.155;1
4/8/2021;13:15;  USD;CambiodelempleonoagrícolaADP;10;330;695;680;0.474820144;43.71;43.585;43.72;43.565;0.0032;0.155;1
2/8/2021;15:00;  USD;PMImanufacturerodelISM;12;59.5;60.9;60.6;0.977011494;43.58;43.805;43.805;43.56;-0.0016;0.245;0
29/7/2021;15:00;  USD;Ventadeviviendaspendientes;13;-0.019;0.003;0.083;0.978;43.79;43.805;43.805;43.77;0.0007;0.035;0
29/7/2021;13:30;  USD;PIB;17;0.065;0.085;0.063;0.98;43.79;43.805;43.805;43.77;0.0007;0.035;0
29/7/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;400;380;424;1.052631579;43.79;43.805;43.805;43.77;0.0007;0.035;0
28/7/2021;19:00;  USD;Decisióndetiposdeinterés;21;0.0025;0.0025;0.0025;1;43.76;43.805;43.805;43.77;-0.0007;0.035;0
28/7/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-4.089;-2.928;2.108;1.396516393;43.76;43.805;43.805;43.77;-0.0007;0.035;0
27/7/2021;13:30;  USD;Pedidosdebienesduraderos;15;0.003;0.008;0.005;0.995;43.79;43.76;43.81;43.76;0.0011;0.05;1
27/7/2021;15:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;129.1;123.9;128.9;1.04196933;43.79;43.76;43.81;43.76;0.0011;0.05;1
26/7/2021;15:00;  USD;Ventasdeviviendasnuevas;14;676;800;724;0.845;43.74;43.755;43.78;43.755;0;0.025;0
22/7/2021;15:00;  USD;Ventasdeviviendasdesegundamano;16;5.86;5.9;5.78;0.993220339;43.81;43.915;43.915;43.73;-0.0021;0.185;0
22/7/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;419;350;368;1.197142857;43.81;43.915;43.915;43.73;-0.0021;0.185;0
21/7/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;2.108;-4.466;-7.897;-0.472010748;43.9;44.005;44.005;43.915;0.0002;0.09;0
20/7/2021;13:30;  USD;Permisosdeconstrucción;20;1.598;1.7;1.683;0.94;43.89;43.915;44.005;43.895;-0.0002;0.11;0
16/7/2021;13:30;  USD;Ventasminoristas;2;0.006;-0.004;-0.017;1.01;43.87;43.855;43.91;43.835;0.0007;0.075;1
16/7/2021;13:30;  USD;Ventasminoristassubyacentes;1;0.013;0.004;-0.009;1.009;43.87;43.855;43.91;43.835;0.0007;0.075;1
15/7/2021;13:30;  USD;ÍndicemanufacturerodelaFeddeFiladelfia;19;21.9;28;30.7;0.782142857;43.84;43.975;43.975;43.855;-0.0027;0.12;0
15/7/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;360;360;386;1;43.84;43.975;43.975;43.855;-0.0027;0.12;0
14/7/2021;13:30;  USD;IPP;3;0.01;0.006;0.008;1.004;43.96;43.935;43.975;43.935;0.0009;0.04;1
14/7/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-7.897;-4.359;-6.866;1.811654049;43.96;43.935;43.975;43.935;0.0009;0.04;1
13/7/2021;13:30;  USD;IPCsubyacente;5;0.009;0.004;0.007;1.005;43.92;44.04;44.04;43.935;-0.0023;0.105;0
8/7/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;373;350;371;1.065714286;44.02;43.9;44.035;43.9;0.0032;0.135;1
8/7/2021;16:00;  USD;InventariosdepetróleocrudodelaAIE;6;-6.866;-4.033;-6.718;1.702454748;44.02;43.9;44.035;43.9;0.0032;0.135;1
7/7/2021;15:00;  USD;EncuestajOLTsdeofertasdeempleo;11;9.209;9.388;9.193;0.980933106;43.88;43.765;44.03;43.765;0.003;0.265;1
6/7/2021;15:00;  USD;PMInomanufacturerodelISM;9;60.1;63.5;64;0.946456693;43.75;43.685;43.875;43.685;0.0018;0.19;1
2/7/2021;13:30;  USD;Tasadedesempleo;8;0.059;0.057;0.058;1.002;43.67;43.595;43.79;43.595;0;0.195;1
2/7/2021;13:30;  USD;Nóminasnoagrícolas;7;850;700;583;1.214285714;43.67;43.595;43.79;43.595;0;0.195;1
1/7/2021;13:30;  USD;Nuevaspeticionesdesubsidiopordesempleo;4;364;390;415;0.933333333;43.67;43.485;43.675;43.485;0.0046;0.19;1
1/7/2021;15:00;  USD;PMImanufacturerodelISM;12;60.6;61;61.2;0.993442623;43.67;43.485;43.675;43.485;0.0046;0.19;1
30/6/2021;15:00;  USD;Ventadeviviendaspendientes;13;0.08;-0.008;-0.044;1.088;43.47;43.495;43.675;43.485;-0.0002;0.19;0
30/6/2021;15:30;  USD;InventariosdepetróleocrudodelaAIE;6;-6.718;-4.686;-7.614;1.433632096;43.47;43.495;43.675;43.485;-0.0002;0.19;0
30/6/2021;13:15;  USD;CambiodelempleonoagrícolaADP;10;692;600;886;1.153333333;43.47;43.495;43.675;43.485;-0.0002;0.19;0
29/6/2021;15:00;  USD;ConfianzadelconsumidordeTheConferenceBoard;18;127.3;119;120;1.069747899;43.48;43.495;43.57;43.455;0;0.115;0
24/6/2021;13:30;  USD;Pedidosdebienesduraderos;15;0.003;0.008;0.017;0.995;43.42;43.6;43.6;43.425;-0.0037;0.175;0
